repo,prefix,status,rust_signal,description,top_level
platform/prebuilts/gcc/linux-x86/host/i686-linux-glibc2.7-4.6,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.11-4.6,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.11-4.8,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.15-4.8,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.17-4.8,platform,ok,androidbp,"Host glibc sysroot Here lie the bones of a prebuilt glibc 2.17, the current host Linux sysroot. Full version updates have historically been painful. They also annoy users. This is the sysroot used to build the NDK and other host tools shared with app developers, not just OS developers, and even OS developers outside Google often seem to prefer (or at least “are required by corporate policy”) to stick to older host OS versions with old glibc versions. We do not currently plan to update to a newer glibc. Our hope is to be able to move to musl instead, which will also offer the option of shipping static host executables. In the meantime, we have been taking targeted updates to these headers. In particular, adding missing constants is almost always fine, whereas adding missing function declarations doesn‘t help anyone (though we could potentially add a static inline, but that’s not something we've done yet). In the ideal case, you can simply copy the current glibc header over the old one a","[{""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""lib64""}, {""type"": ""dir"", ""name"": ""libexec""}, {""type"": ""dir"", ""name"": ""sysroot""}, {""type"": ""dir"", ""name"": ""x86_64-linux""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""build-raring-multilib-toolchain.sh""}, {""type"": ""file"", ""name"": ""build-with-previous-gcc.sh""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_GPL""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""PACKAGE_SOURCES""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""TOOLCHAIN_SOURCES""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.19-4.9,platform,empty_ok,,Bug: 113893603,[]
platform/prebuilts/gcc/linux-x86/host/x86_64-linux-glibc2.7-4.6,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/host/x86_64-w64-mingw32-4.8,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""lib64""}, {""type"": ""dir"", ""name"": ""libexec""}, {""type"": ""dir"", ""name"": ""licenses""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""dir"", ""name"": ""toolchain-patches""}, {""type"": ""dir"", ""name"": ""x86_64-w64-mingw32""}, {""type"": ""file"", ""name"": ""mingw""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""build-mingw64-toolchain.sh""}, {""type"": ""file"", ""name"": ""build.sh""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_GPL""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""repo.prop""}]"
platform/prebuilts/gcc/linux-x86/mips/mips64el-linux-android-4.8,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/mips/mips64el-linux-android-4.9,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/mips/mipsel-linux-android-4.4.3,platform,empty_ok,,"MIPS 4.4.3 toolchain, for 32-bit linux.",[]
platform/prebuilts/gcc/linux-x86/mips/mipsel-linux-android-4.6,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/mips/mipsel-linux-android-4.7,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/mips/mipsel-linux-android-4.8,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/x86/i686-android-linux-4.4.3,platform,empty_ok,,,[]
platform/prebuilts/gcc/linux-x86/x86/i686-android-linux-4.6,platform,empty_ok,,,[]
platform/prebuilts/gcc/linux-x86/x86/i686-linux-android-4.6,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/x86/i686-linux-android-4.7,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/x86/x86_64-linux-android-4.7,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/x86/x86_64-linux-android-4.8,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gcc/linux-x86/x86/x86_64-linux-android-4.9,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gdb/darwin-x86,platform,ok,,,"[{""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/gdb/linux-x86,platform,ok,,,"[{""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/go/darwin-x86,platform,ok,,"The Go Programming Language Go is an open source programming language that makes it easy to build simple, reliable, and efficient software. Gopher image by Renee French , licensed under Creative Commons 4.0 Attribution license . Our canonical Git repository is located at https://go.googlesource.com/go . There is a mirror of the repository at https://github.com/golang/go . Unless otherwise noted, the Go source files are distributed under the BSD-style license found in the LICENSE file. Download and Install Binary Distributions Official binary distributions are available at https://go.dev/dl/ . After downloading a binary release, visit https://go.dev/doc/install for installation instructions. Install From Source If a binary distribution is not available for your combination of operating system and architecture, visit https://go.dev/doc/install/source for source installation instructions. Contributing Go is the work of thousands of contributors. We appreciate your help! To contribute, ple","[{""type"": ""dir"", ""name"": ""api""}, {""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""misc""}, {""type"": ""dir"", ""name"": ""pkg""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": ""codereview.cfg""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""go.env""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""PATENTS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""SECURITY.md""}, {""type"": ""file"", ""name"": ""update-prebuilts.sh""}, {""type"": ""file"", ""name"": ""VERSION""}]"
platform/prebuilts/go/linux-arm64,platform,empty_ok,,Bug: 400473397,[]
platform/prebuilts/go/linux-x86,platform,ok,,"The Go Programming Language Go is an open source programming language that makes it easy to build simple, reliable, and efficient software. Gopher image by Renee French , licensed under Creative Commons 4.0 Attribution license . Our canonical Git repository is located at https://go.googlesource.com/go . There is a mirror of the repository at https://github.com/golang/go . Unless otherwise noted, the Go source files are distributed under the BSD-style license found in the LICENSE file. Download and Install Binary Distributions Official binary distributions are available at https://go.dev/dl/ . After downloading a binary release, visit https://go.dev/doc/install for installation instructions. Install From Source If a binary distribution is not available for your combination of operating system and architecture, visit https://go.dev/doc/install/source for source installation instructions. Contributing Go is the work of thousands of contributors. We appreciate your help! To contribute, ple","[{""type"": ""dir"", ""name"": ""api""}, {""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""misc""}, {""type"": ""dir"", ""name"": ""pkg""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": ""codereview.cfg""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""go.env""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""PATENTS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""SECURITY.md""}, {""type"": ""file"", ""name"": ""update-prebuilts.sh""}, {""type"": ""file"", ""name"": ""VERSION""}]"
platform/prebuilts/go/windows-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""api""}, {""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""blog""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""misc""}, {""type"": ""dir"", ""name"": ""pkg""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": "".hgignore""}, {""type"": ""file"", ""name"": "".hgtags""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""CONTRIBUTORS""}, {""type"": ""file"", ""name"": ""favicon.ico""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""PATENTS""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""robots.txt""}, {""type"": ""file"", ""name"": ""VERSION""}]"
platform/prebuilts/google-breakpad/darwin-x86,platform,empty_ok,,,[]
platform/prebuilts/google-breakpad/linux-x86,platform,empty_ok,,,[]
platform/prebuilts/google-breakpad/windows-x86,platform,empty_ok,,,[]
platform/prebuilts/gradle-plugin,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""com""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""update-metalava-lint-deps.sh""}]"
platform/prebuilts/jdk/jdk11,platform,ok,,Bug: 141376136,"[{""type"": ""dir"", ""name"": ""darwin-arm64""}, {""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""file"", ""name"": ""manifest.xml""}, {""type"": ""file"", ""name"": ""update.sh""}]"
platform/prebuilts/jdk/jdk17,platform,ok,,Bug: 221879925,"[{""type"": ""dir"", ""name"": ""darwin-arm64""}, {""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""dir"", ""name"": ""windows-x86""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""manifest.xml""}, {""type"": ""file"", ""name"": ""update.sh""}]"
platform/prebuilts/jdk/jdk21,platform,ok,androidbp,Bug: 303775530,"[{""type"": ""dir"", ""name"": ""darwin-arm64""}, {""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""dir"", ""name"": ""windows-x86""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""manifest.xml""}, {""type"": ""file"", ""name"": ""update.sh""}]"
platform/prebuilts/jdk/jdk25,platform,ok,,Bug: 449665129,"[{""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""file"", ""name"": ""manifest.xml""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_GPL""}, {""type"": ""file"", ""name"": ""update.sh""}]"
platform/prebuilts/jdk/jdk8,platform,ok,,,"[{""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""manifest.xml""}]"
platform/prebuilts/jdk/jdk9,platform,ok,,Bug: 67088335,"[{""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""file"", ""name"": ""manifest.xml""}]"
platform/prebuilts/ktlint,platform,ok,,Bug: 111366828,"[{""type"": ""file"", ""name"": "".editorconfig""}, {""type"": ""file"", ""name"": ""ktlint-android-all.jar""}, {""type"": ""file"", ""name"": ""ktlint.py""}, {""type"": ""file"", ""name"": ""LICENSE""}]"
platform/prebuilts/libedit/darwin-x86,platform,empty_ok,,,[]
platform/prebuilts/libedit/linux-x86,platform,empty_ok,,,[]
platform/prebuilts/libglog/darwin-x86,platform,empty_ok,,,[]
platform/prebuilts/libglog/linux-x86,platform,empty_ok,,,[]
platform/prebuilts/libglog/windows-x86,platform,empty_ok,,,[]
platform/prebuilts/libprotobuf/darwin,platform,empty_ok,,,[]
platform/prebuilts/libprotobuf/darwin-x86,platform,empty_ok,,,[]
platform/prebuilts/libprotobuf/linux,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""python""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""CHANGES.txt""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""readme.txt""}]"
platform/prebuilts/libprotobuf/linux-x86,platform,empty_ok,,,[]
platform/prebuilts/libprotobuf/windows,platform,empty_ok,,,[]
platform/prebuilts/libprotobuf/windows-x86,platform,empty_ok,,,[]
platform/prebuilts/libs/libedit,platform,ok,,,"[{""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""dir"", ""name"": ""share""}]"
platform/prebuilts/manifest-merger,platform,ok,androidbp,Bug: 124529986,"[{""type"": ""dir"", ""name"": ""com""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""import-maven-artifacts.sh""}]"
platform/prebuilts/maven_repo/android,platform,ok,,,"[{""type"": ""dir"", ""name"": ""android""}, {""type"": ""dir"", ""name"": ""androidx""}, {""type"": ""dir"", ""name"": ""com""}, {""type"": ""file"", ""name"": ""NOTICE.txt""}, {""type"": ""file"", ""name"": ""source.properties""}]"
platform/prebuilts/maven_repo/bumptech,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""com""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""README.google""}, {""type"": ""file"", ""name"": ""README.txt""}, {""type"": ""file"", ""name"": ""update_repo.sh""}]"
platform/prebuilts/maven_repo/google-play-service-client-libraries-3p,platform,empty_ok,,Bug: 69172487,[]
platform/prebuilts/metalava,platform,empty_ok,,Bug: 497006006,[]
platform/prebuilts/misc,platform,ok,androidbp,Miscellaneous prebuilt modules,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""darwin-x86""}, {""type"": ""dir"", ""name"": ""darwin-x86_64""}, {""type"": ""dir"", ""name"": ""linux-x86""}, {""type"": ""dir"", ""name"": ""protobuf_vendorcompat""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""BUILD.bazel""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/AdServices,platform,ok,,Bug: 237676695,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""10""}, {""type"": ""dir"", ""name"": ""11""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""14""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""4""}, {""type"": ""dir"", ""name"": ""5""}, {""type"": ""dir"", ""name"": ""6""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""8""}, {""type"": ""dir"", ""name"": ""9""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/AppSearch,platform,ok,,Bug: 224849511,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""10""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/Bluetooth,platform,ok,,Bug: 219656082,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/ConfigInfrastructure,platform,ok,,Bug: 257952277,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/Connectivity,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""10""}, {""type"": ""dir"", ""name"": ""11""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""4""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/CrashRecovery,platform,empty_ok,,Bug: 281838476,[]
platform/prebuilts/module_sdk/DeviceLock,platform,ok,,Bug: 298295554,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/HealthFitness,platform,ok,,Bug: 267157152,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""10""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/IPsec,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/Media,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/MediaProvider,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""2""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""5""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""8""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/NeuralNetworks,platform,empty_ok,,Bug: 381406309,[]
platform/prebuilts/module_sdk/Nfc,platform,empty_ok,,Bug: 365583115,[]
platform/prebuilts/module_sdk/NpuManager,platform,empty_ok,,Bug: 509273825,[]
platform/prebuilts/module_sdk/OnDevicePersonalization,platform,ok,,Bug: 237676695,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""12""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""15""}, {""type"": ""dir"", ""name"": ""16""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/Permission,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/Profiling,platform,empty_ok,,Bug: 315180469,[]
platform/prebuilts/module_sdk/RemoteKeyProvisioning,platform,ok,,Bug: 245866770,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/Scheduling,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/SdkExtensions,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""2""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""4""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/StatsD,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/Telephony,platform,empty_ok,,Bug: 436095022,[]
platform/prebuilts/module_sdk/ThreadNetwork,platform,empty_ok,,Bug: 236088525,[]
platform/prebuilts/module_sdk/UprobeStats,platform,empty_ok,,Bug: 362262495,[]
platform/prebuilts/module_sdk/Uwb,platform,ok,,Bug: 223810876,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}]"
platform/prebuilts/module_sdk/WebApp,platform,empty_ok,,Bug: 509273825,[]
platform/prebuilts/module_sdk/WebViewBootstrap,platform,empty_ok,,Bug: 318715319,[]
platform/prebuilts/module_sdk/Wifi,platform,ok,,Bug: 185897866,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/art,platform,ok,androidbp,Bug: 140858096,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/module_sdk/conscrypt,platform,ok,,Bug: 143681106,"[{""type"": ""dir"", ""name"": "".prebuilt_info""}, {""type"": ""dir"", ""name"": ""1""}, {""type"": ""dir"", ""name"": ""13""}, {""type"": ""dir"", ""name"": ""3""}, {""type"": ""dir"", ""name"": ""7""}, {""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/ndk,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""current""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""pylintrc""}, {""type"": ""file"", ""name"": ""update.py""}]"
platform/prebuilts/ninja/darwin-x86,platform,ok,,,"[{""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""ninja""}]"
platform/prebuilts/ninja/linux-arm64,platform,empty_ok,,Bug: 474618085,[]
platform/prebuilts/ninja/linux-x86,platform,ok,,,"[{""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""ninja""}]"
platform/prebuilts/ninja/windows-x86,platform,ok,,,"[{""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""ninja.exe""}]"
platform/prebuilts/protobuf,platform,empty_ok,,Bug: 157602344,[]
platform/prebuilts/python/darwin-x86,platform,empty_ok,,,[]
platform/prebuilts/python/darwin-x86/2.7.5,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""NOTICE""}]"
platform/prebuilts/python/linux-arm64,platform,empty_ok,,Bug: 474618085,[]
platform/prebuilts/python/linux-x86,platform,empty_ok,,,[]
platform/prebuilts/python/linux-x86/2.7.5,platform,ok,,,"[{""type"": ""dir"", ""name"": ""bin""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""share""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/prebuilts/python/windows-x86,platform,ok,,,"[{""type"": ""dir"", ""name"": ""x64""}, {""type"": ""dir"", ""name"": ""x86""}, {""type"": ""file"", ""name"": ""build-common.sh""}, {""type"": ""file"", ""name"": ""build-python.sh""}]"
